visitor_fastBreakPoints,visitor_pointsInPaint,visitor_biggestLead,visitor_secondChancePoints,visitor_pointsOffTurnovers,visitor_longestRun,visitor_points,visitor_fgm,visitor_fga,visitor_fgp,visitor_ftm,visitor_fta,visitor_ftp,visitor_tpm,visitor_tpa,visitor_tpp,visitor_offReb,visitor_defReb,visitor_totReb,visitor_assists,visitor_pFouls,visitor_steals,visitor_turnovers,visitor_blocks,visitor_plusMinus,visitor_min,game_id,visitor_team,home_fastBreakPoints,home_pointsInPaint,home_biggestLead,home_secondChancePoints,home_pointsOffTurnovers,home_longestRun,home_points,home_fgm,home_fga,home_fgp,home_ftm,home_fta,home_ftp,home_tpm,home_tpa,home_tpp,home_offReb,home_defReb,home_totReb,home_assists,home_pFouls,home_steals,home_turnovers,home_blocks,home_plusMinus,home_min,home_team
6.0,56.0,6.0,25.0,20.0,10.0,106.0,39.0,100.0,39.0,18.0,28.0,64.3,10.0,40.0,25.0,21.0,34.0,55.0,24.0,16.0,4.0,12.0,9.0,-5,240:00,10511,Indiana Pacers,9.0,44.0,15.0,19.0,19.0,10.0,111.0,42.0,94.0,44.7,12.0,18.0,66.7,15.0,30.0,50.0,19.0,33.0,52.0,28.0,22.0,5.0,13.0,9.0,5,240:00,Detroit Pistons
8.0,30.0,14.0,22.0,11.0,7.0,117.0,38.0,91.0,41.8,28.0,34.0,82.4,13.0,36.0,36.1,13.0,26.0,39.0,18.0,16.0,6.0,4.0,5.0,3,240:00,10513,Atlanta Hawks,5.0,40.0,0.0,9.0,2.0,7.0,114.0,46.0,85.0,54.1,8.0,9.0,88.9,14.0,29.0,48.3,7.0,34.0,41.0,37.0,29.0,2.0,14.0,7.0,-3,240:00,Washington Wizards
11.0,52.0,14.0,18.0,10.0,8.0,118.0,43.0,88.0,48.9,22.0,33.0,66.7,10.0,31.0,32.3,12.0,38.0,50.0,20.0,18.0,5.0,13.0,5.0,6,240:00,10514,Milwaukee Bucks,15.0,46.0,8.0,10.0,15.0,9.0,112.0,47.0,94.0,50.0,8.0,11.0,72.7,10.0,26.0,38.5,5.0,35.0,40.0,25.0,23.0,5.0,12.0,2.0,-6,240:00,Chicago Bulls
19.0,44.0,15.0,22.0,14.0,6.0,103.0,36.0,95.0,37.9,20.0,21.0,95.2,11.0,37.0,29.7,12.0,43.0,55.0,24.0,18.0,5.0,8.0,4.0,6,240:00,10023,Orlando Magic,16.0,42.0,4.0,14.0,12.0,7.0,97.0,37.0,93.0,39.8,11.0,17.0,64.7,12.0,37.0,32.4,12.0,42.0,54.0,22.0,18.0,2.0,12.0,8.0,-6,240:00,Toronto Raptors
21.0,52.0,37.0,9.0,27.0,7.0,138.0,49.0,90.0,54.4,18.0,23.0,78.3,22.0,47.0,46.8,7.0,34.0,41.0,35.0,17.0,17.0,17.0,7.0,37,240:00,10516,Minnesota Timberwolves,11.0,46.0,5.0,9.0,17.0,7.0,101.0,37.0,86.0,43.0,18.0,21.0,85.7,9.0,35.0,25.7,8.0,31.0,39.0,19.0,16.0,12.0,23.0,3.0,-37,240:00,Oklahoma City Thunder
7.0,36.0,1.0,18.0,9.0,10.0,90.0,31.0,89.0,34.8,17.0,26.0,65.4,11.0,41.0,26.8,22.0,30.0,52.0,15.0,14.0,7.0,20.0,2.0,-34,240:00,10515,Utah Jazz,20.0,58.0,37.0,24.0,36.0,10.0,124.0,50.0,97.0,51.5,13.0,17.0,76.5,11.0,36.0,30.6,15.0,37.0,52.0,29.0,23.0,11.0,10.0,4.0,34,240:00,New Orleans Pelicans
10.0,50.0,1.0,19.0,12.0,10.0,101.0,38.0,83.0,45.8,15.0,22.0,68.2,10.0,36.0,27.8,9.0,35.0,44.0,25.0,21.0,4.0,14.0,3.0,-15,240:00,10517,Houston Rockets,11.0,40.0,20.0,13.0,20.0,10.0,116.0,39.0,86.0,45.3,25.0,31.0,80.6,13.0,33.0,39.4,10.0,31.0,41.0,27.0,21.0,10.0,10.0,4.0,15,240:00,Denver Nuggets
10.0,44.0,14.0,17.0,11.0,7.0,114.0,40.0,86.0,46.5,21.0,30.0,70.0,13.0,29.0,44.8,12.0,37.0,49.0,23.0,22.0,7.0,12.0,5.0,-1,240:00,10518,New York Knicks,10.0,38.0,6.0,3.0,18.0,9.0,115.0,38.0,85.0,44.7,22.0,27.0,81.5,17.0,34.0,50.0,3.0,30.0,33.0,28.0,22.0,7.0,9.0,3.0,1,240:00,Phoenix Suns
7.0,66.0,19.0,20.0,12.0,8.0,113.0,46.0,94.0,48.9,12.0,18.0,66.7,9.0,25.0,36.0,10.0,35.0,45.0,24.0,28.0,5.0,14.0,1.0,-1,240:00,10519,Sacramento Kings,12.0,44.0,3.0,17.0,19.0,8.0,114.0,40.0,84.0,47.6,20.0,27.0,74.1,14.0,36.0,38.9,10.0,29.0,39.0,22.0,22.0,7.0,10.0,2.0,1,240:00,Dallas Mavericks
18.0,56.0,6.0,15.0,7.0,8.0,117.0,45.0,98.0,45.9,16.0,20.0,80.0,11.0,37.0,29.7,13.0,38.0,51.0,28.0,18.0,7.0,10.0,6.0,-6,240:00,10520,San Antonio Spurs,9.0,50.0,10.0,18.0,17.0,9.0,123.0,42.0,91.0,46.2,23.0,29.0,79.3,16.0,42.0,38.1,11.0,39.0,50.0,29.0,16.0,8.0,9.0,5.0,6,240:00,Charlotte Hornets
16.0,50.0,1.0,0.0,7.0,13.0,96.0,37.0,86.0,43.0,11.0,16.0,68.8,11.0,35.0,31.4,1.0,40.0,41.0,25.0,20.0,7.0,12.0,5.0,-28,240:00,10522,Orlando Magic,34.0,56.0,32.0,16.0,12.0,13.0,124.0,46.0,92.0,50.0,18.0,27.0,66.7,14.0,34.0,41.2,6.0,49.0,55.0,25.0,14.0,7.0,7.0,4.0,28,240:00,Memphis Grizzlies
11.0,32.0,2.0,12.0,13.0,10.0,82.0,28.0,82.0,34.1,19.0,23.0,82.6,7.0,41.0,17.1,13.0,28.0,41.0,13.0,17.0,9.0,9.0,4.0,-17,240:00,10521,Philadelphia 76ers,11.0,38.0,20.0,10.0,16.0,10.0,99.0,35.0,72.0,48.6,16.0,19.0,84.2,13.0,28.0,46.4,6.0,32.0,38.0,20.0,19.0,6.0,13.0,3.0,17,240:00,Miami Heat
10.0,44.0,7.0,17.0,12.0,11.0,121.0,40.0,85.0,47.1,25.0,30.0,83.3,16.0,38.0,42.1,11.0,30.0,41.0,24.0,23.0,5.0,15.0,1.0,-14,240:00,10523,Portland Trail Blazers,26.0,60.0,15.0,13.0,20.0,11.0,135.0,48.0,85.0,56.5,24.0,29.0,82.8,15.0,37.0,40.5,9.0,33.0,42.0,36.0,21.0,10.0,11.0,7.0,14,240:00,Minnesota Timberwolves
23.0,54.0,14.0,19.0,22.0,11.0,116.0,46.0,92.0,50.0,9.0,19.0,47.4,15.0,34.0,44.1,10.0,31.0,41.0,22.0,20.0,11.0,16.0,4.0,-8,240:00,10524,Golden State Warriors,18.0,48.0,14.0,21.0,22.0,11.0,124.0,44.0,89.0,49.4,18.0,21.0,85.7,18.0,41.0,43.9,12.0,35.0,47.0,25.0,18.0,10.0,17.0,6.0,8,240:00,Los Angeles Lakers
7.0,42.0,9.0,21.0,13.0,11.0,120.0,45.0,89.0,50.6,18.0,20.0,90.0,12.0,27.0,44.4,12.0,33.0,45.0,24.0,26.0,6.0,15.0,4.0,-6,240:00,10525,Brooklyn Nets,21.0,40.0,8.0,13.0,18.0,11.0,126.0,40.0,83.0,48.2,29.0,38.0,76.3,17.0,36.0,47.2,10.0,27.0,37.0,25.0,19.0,9.0,10.0,7.0,6,240:00,Boston Celtics
7.0,50.0,10.0,13.0,27.0,7.0,122.0,50.0,93.0,53.8,8.0,11.0,72.7,14.0,31.0,45.2,6.0,21.0,27.0,33.0,20.0,8.0,11.0,4.0,-10,240:00,10526,Phoenix Suns,16.0,46.0,10.0,14.0,24.0,7.0,132.0,47.0,87.0,54.0,23.0,29.0,79.3,15.0,32.0,46.9,14.0,34.0,48.0,31.0,19.0,9.0,14.0,6.0,10,240:00,Milwaukee Bucks
6.0,60.0,11.0,8.0,4.0,8.0,123.0,44.0,85.0,51.8,25.0,29.0,86.2,10.0,31.0,32.3,7.0,35.0,42.0,28.0,22.0,3.0,10.0,5.0,-10,240:00,10528,Indiana Pacers,10.0,46.0,11.0,6.0,17.0,7.0,133.0,45.0,86.0,52.3,26.0,32.0,81.2,17.0,42.0,40.5,5.0,31.0,36.0,33.0,16.0,6.0,5.0,4.0,10,240:00,Washington Wizards
9.0,28.0,23.0,14.0,6.0,13.0,116.0,40.0,89.0,44.9,13.0,17.0,76.5,23.0,52.0,44.2,11.0,37.0,48.0,27.0,21.0,4.0,11.0,4.0,13,240:00,10530,Utah Jazz,23.0,54.0,3.0,14.0,11.0,13.0,103.0,39.0,92.0,42.4,17.0,19.0,89.5,8.0,40.0,20.0,11.0,36.0,47.0,20.0,19.0,11.0,7.0,9.0,-13,240:00,Oklahoma City Thunder
17.0,72.0,14.0,13.0,24.0,9.0,112.0,44.0,97.0,45.4,19.0,27.0,70.4,5.0,26.0,19.2,12.0,28.0,40.0,27.0,27.0,12.0,11.0,8.0,-11,240:00,10529,Memphis Grizzlies,10.0,56.0,11.0,22.0,19.0,11.0,123.0,43.0,82.0,52.4,24.0,36.0,66.7,13.0,34.0,38.2,8.0,37.0,45.0,23.0,22.0,4.0,17.0,5.0,11,240:00,Houston Rockets
11.0,50.0,3.0,13.0,20.0,11.0,96.0,37.0,94.0,39.4,16.0,26.0,61.5,6.0,24.0,25.0,14.0,31.0,45.0,17.0,20.0,13.0,7.0,3.0,-8,240:00,10527,Toronto Raptors,20.0,52.0,18.0,26.0,6.0,11.0,104.0,39.0,85.0,45.9,15.0,23.0,65.2,11.0,36.0,30.6,15.0,43.0,58.0,24.0,22.0,5.0,17.0,7.0,8,240:00,Cleveland Cavaliers
12.0,42.0,11.0,9.0,22.0,12.0,130.0,48.0,101.0,47.5,20.0,29.0,69.0,14.0,33.0,42.4,14.0,35.0,49.0,30.0,30.0,9.0,14.0,4.0,-8,265:00,10532,New Orleans Pelicans,24.0,60.0,21.0,16.0,17.0,12.0,138.0,47.0,87.0,54.0,34.0,43.0,79.1,10.0,33.0,30.3,10.0,37.0,47.0,32.0,26.0,7.0,15.0,8.0,8,265:00,Denver Nuggets
13.0,50.0,32.0,21.0,9.0,16.0,116.0,42.0,89.0,47.2,19.0,30.0,63.3,13.0,29.0,44.8,15.0,42.0,57.0,19.0,18.0,4.0,10.0,5.0,23,240:00,10531,New York Knicks,9.0,36.0,0.0,9.0,17.0,14.0,93.0,33.0,88.0,37.5,16.0,22.0,72.7,11.0,34.0,32.4,9.0,34.0,43.0,17.0,23.0,2.0,10.0,5.0,-23,240:00,LA Clippers
6.0,48.0,9.0,6.0,15.0,10.0,110.0,42.0,93.0,45.2,15.0,22.0,68.2,11.0,38.0,28.9,13.0,35.0,48.0,28.0,25.0,3.0,13.0,6.0,-3,265:00,10533,Atlanta Hawks,11.0,50.0,6.0,13.0,15.0,10.0,113.0,43.0,93.0,46.2,15.0,23.0,65.2,12.0,33.0,36.4,15.0,32.0,47.0,27.0,27.0,7.0,12.0,2.0,3,265:00,Detroit Pistons
16.0,50.0,8.0,18.0,6.0,9.0,106.0,39.0,87.0,44.8,20.0,26.0,76.9,8.0,24.0,33.3,14.0,34.0,48.0,22.0,24.0,5.0,13.0,4.0,-15,240:00,10534,Chicago Bulls,12.0,56.0,17.0,21.0,18.0,10.0,121.0,41.0,84.0,48.8,27.0,34.0,79.4,12.0,30.0,40.0,8.0,30.0,38.0,29.0,19.0,5.0,9.0,5.0,15,240:00,Philadelphia 76ers
10.0,48.0,13.0,14.0,4.0,11.0,106.0,39.0,88.0,44.3,15.0,22.0,68.2,13.0,43.0,30.2,9.0,24.0,33.0,22.0,24.0,8.0,10.0,7.0,-17,240:00,10535,Houston Rockets,16.0,66.0,22.0,15.0,13.0,13.0,123.0,49.0,91.0,53.8,11.0,14.0,78.6,14.0,31.0,45.2,13.0,37.0,50.0,26.0,17.0,3.0,15.0,4.0,17,240:00,Miami Heat
8.0,28.0,1.0,10.0,20.0,11.0,81.0,23.0,83.0,27.7,28.0,38.0,73.7,7.0,28.0,25.0,8.0,34.0,42.0,11.0,30.0,10.0,17.0,5.0,-43,240:00,10536,Portland Trail Blazers,29.0,48.0,46.0,22.0,30.0,11.0,124.0,38.0,92.0,41.3,35.0,44.0,79.5,13.0,43.0,30.2,19.0,48.0,67.0,21.0,25.0,10.0,20.0,9.0,43,240:00,Minnesota Timberwolves
7.0,46.0,1.0,15.0,5.0,9.0,103.0,36.0,83.0,43.4,19.0,24.0,79.2,12.0,31.0,38.7,12.0,33.0,45.0,22.0,20.0,5.0,13.0,6.0,-8,240:00,10537,Utah Jazz,11.0,32.0,20.0,15.0,19.0,12.0,111.0,39.0,88.0,44.3,16.0,20.0,80.0,17.0,46.0,37.0,9.0,34.0,43.0,19.0,21.0,9.0,9.0,5.0,8,240:00,Dallas Mavericks
16.0,60.0,1.0,16.0,27.0,9.0,110.0,43.0,91.0,47.3,16.0,23.0,69.6,8.0,26.0,30.8,12.0,31.0,43.0,19.0,26.0,7.0,15.0,3.0,-7,240:00,10538,Los Angeles Lakers,18.0,64.0,14.0,11.0,22.0,9.0,117.0,46.0,84.0,54.8,16.0,30.0,53.3,9.0,26.0,34.6,12.0,35.0,47.0,28.0,18.0,6.0,16.0,7.0,7,240:00,San Antonio Spurs
20.0,52.0,7.0,5.0,8.0,11.0,124.0,45.0,88.0,51.1,17.0,23.0,73.9,17.0,40.0,42.5,9.0,32.0,41.0,29.0,30.0,5.0,14.0,0.0,-7,240:00,9314,Golden State Warriors,22.0,66.0,14.0,12.0,24.0,15.0,131.0,46.0,84.0,54.8,29.0,41.0,70.7,10.0,32.0,31.2,7.0,34.0,41.0,39.0,25.0,8.0,9.0,5.0,7,240:00,Denver Nuggets
24.0,54.0,23.0,6.0,14.0,12.0,131.0,47.0,92.0,51.1,19.0,23.0,82.6,18.0,42.0,42.9,9.0,38.0,47.0,19.0,31.0,7.0,8.0,6.0,16,240:00,10539,New York Knicks,15.0,50.0,20.0,8.0,12.0,8.0,115.0,39.0,80.0,48.8,26.0,36.0,72.2,11.0,32.0,34.4,4.0,36.0,40.0,23.0,16.0,4.0,11.0,2.0,-16,240:00,Sacramento Kings
23.0,46.0,34.0,10.0,23.0,8.0,132.0,46.0,82.0,56.1,22.0,29.0,75.9,18.0,35.0,51.4,6.0,32.0,38.0,33.0,20.0,8.0,16.0,4.0,11,240:00,10540,Brooklyn Nets,24.0,60.0,2.0,10.0,24.0,12.0,121.0,45.0,92.0,48.9,18.0,22.0,81.8,13.0,41.0,31.7,10.0,31.0,41.0,26.0,24.0,12.0,15.0,3.0,-11,240:00,Charlotte Hornets
24.0,70.0,12.0,19.0,23.0,11.0,127.0,47.0,94.0,50.0,24.0,27.0,88.9,9.0,32.0,28.1,14.0,26.0,40.0,25.0,16.0,13.0,8.0,6.0,3,240:00,10541,Cleveland Cavaliers,14.0,52.0,10.0,12.0,6.0,10.0,124.0,49.0,91.0,53.8,10.0,15.0,66.7,16.0,32.0,50.0,11.0,27.0,38.0,35.0,20.0,6.0,17.0,7.0,-3,240:00,Indiana Pacers
8.0,38.0,15.0,7.0,9.0,15.0,102.0,35.0,91.0,38.5,19.0,23.0,82.6,13.0,36.0,36.1,7.0,45.0,52.0,24.0,20.0,7.0,10.0,6.0,3,240:00,10542,Phoenix Suns,11.0,52.0,3.0,9.0,16.0,15.0,99.0,35.0,92.0,38.0,22.0,25.0,88.0,7.0,39.0,17.9,8.0,45.0,53.0,17.0,20.0,6.0,11.0,2.0,-3,240:00,Orlando Magic
19.0,48.0,0.0,12.0,13.0,8.0,111.0,41.0,88.0,46.6,18.0,27.0,66.7,11.0,34.0,32.4,12.0,33.0,45.0,24.0,18.0,9.0,14.0,3.0,-21,240:00,10543,New Orleans Pelicans,42.0,62.0,36.0,28.0,19.0,9.0,132.0,48.0,101.0,47.5,20.0,24.0,83.3,16.0,44.0,36.4,15.0,37.0,52.0,30.0,20.0,8.0,11.0,6.0,21,240:00,Memphis Grizzlies
8.0,50.0,27.0,15.0,23.0,10.0,142.0,53.0,100.0,53.0,16.0,20.0,80.0,20.0,40.0,50.0,16.0,37.0,53.0,35.0,18.0,10.0,13.0,4.0,27,240:00,10544,Milwaukee Bucks,11.0,40.0,6.0,5.0,18.0,10.0,115.0,42.0,84.0,50.0,15.0,21.0,71.4,16.0,39.0,41.0,6.0,30.0,36.0,26.0,20.0,6.0,15.0,5.0,-27,240:00,Oklahoma City Thunder
22.0,28.0,5.0,15.0,19.0,14.0,97.0,33.0,93.0,35.5,19.0,23.0,82.6,12.0,39.0,30.8,12.0,35.0,47.0,23.0,12.0,12.0,13.0,3.0,-15,240:00,10545,LA Clippers,16.0,48.0,29.0,13.0,22.0,14.0,112.0,44.0,92.0,47.8,11.0,13.0,84.6,13.0,34.0,38.2,10.0,41.0,51.0,33.0,20.0,8.0,16.0,6.0,15,240:00,Golden State Warriors
14.0,56.0,21.0,21.0,23.0,16.0,115.0,46.0,93.0,49.5,11.0,14.0,78.6,12.0,37.0,32.4,16.0,31.0,47.0,30.0,20.0,10.0,11.0,8.0,14,240:00,10546,Boston Celtics,11.0,52.0,3.0,22.0,11.0,16.0,101.0,36.0,85.0,42.4,21.0,28.0,75.0,8.0,33.0,24.2,15.0,31.0,46.0,18.0,15.0,8.0,16.0,7.0,-14,240:00,Charlotte Hornets
13.0,60.0,8.0,6.0,23.0,11.0,114.0,40.0,76.0,52.6,31.0,35.0,88.6,3.0,15.0,20.0,2.0,31.0,33.0,19.0,15.0,13.0,11.0,0.0,6,240:00,10547,Chicago Bulls,4.0,56.0,7.0,9.0,19.0,10.0,108.0,42.0,82.0,51.2,13.0,17.0,76.5,11.0,31.0,35.5,5.0,27.0,32.0,25.0,25.0,6.0,16.0,3.0,-6,240:00,Detroit Pistons
11.0,52.0,27.0,14.0,12.0,13.0,111.0,45.0,99.0,45.5,10.0,10.0,100,11.0,37.0,29.7,14.0,41.0,55.0,26.0,18.0,8.0,14.0,5.0,21,240:00,10548,Phoenix Suns,12.0,44.0,11.0,4.0,8.0,11.0,90.0,35.0,88.0,39.8,10.0,13.0,76.9,10.0,33.0,30.3,6.0,32.0,38.0,27.0,9.0,8.0,14.0,5.0,-21,240:00,Miami Heat
16.0,52.0,8.0,15.0,19.0,10.0,130.0,47.0,101.0,46.5,18.0,26.0,69.2,18.0,47.0,38.3,12.0,36.0,48.0,25.0,21.0,10.0,16.0,7.0,-9,265:00,10550,Los Angeles Lakers,14.0,62.0,12.0,19.0,16.0,10.0,139.0,52.0,102.0,51.0,18.0,19.0,94.7,17.0,40.0,42.5,10.0,40.0,50.0,25.0,21.0,7.0,16.0,4.0,9,265:00,Houston Rockets
4.0,46.0,3.0,4.0,13.0,9.0,115.0,43.0,86.0,50.0,18.0,22.0,81.8,11.0,38.0,28.9,7.0,37.0,44.0,26.0,20.0,6.0,9.0,3.0,-9,240:00,10549,Atlanta Hawks,7.0,62.0,19.0,18.0,12.0,10.0,124.0,47.0,94.0,50.0,18.0,23.0,78.3,12.0,35.0,34.3,11.0,39.0,50.0,24.0,19.0,7.0,8.0,2.0,9,240:00,Milwaukee Bucks
19.0,44.0,6.0,9.0,18.0,13.0,102.0,36.0,87.0,41.4,16.0,24.0,66.7,14.0,43.0,32.6,9.0,33.0,42.0,26.0,18.0,8.0,15.0,0.0,-30,240:00,10551,Oklahoma City Thunder,19.0,44.0,34.0,11.0,21.0,13.0,132.0,45.0,86.0,52.3,20.0,26.0,76.9,22.0,52.0,42.3,6.0,42.0,48.0,34.0,18.0,10.0,14.0,5.0,30,240:00,Minnesota Timberwolves
6.0,38.0,16.0,11.0,6.0,11.0,108.0,36.0,76.0,47.4,22.0,26.0,84.6,14.0,37.0,37.8,7.0,38.0,45.0,25.0,20.0,4.0,18.0,1.0,6,240:00,10552,Orlando Magic,4.0,48.0,3.0,8.0,25.0,11.0,102.0,41.0,93.0,44.1,13.0,18.0,72.2,7.0,31.0,22.6,10.0,31.0,41.0,23.0,22.0,11.0,11.0,2.0,-6,240:00,New Orleans Pelicans
6.0,46.0,32.0,16.0,13.0,11.0,107.0,36.0,84.0,42.9,26.0,33.0,78.8,9.0,34.0,26.5,14.0,41.0,55.0,20.0,25.0,3.0,10.0,3.0,30,240:00,10553,New York Knicks,4.0,36.0,0.0,6.0,7.0,9.0,77.0,27.0,86.0,31.4,17.0,25.0,68.0,6.0,44.0,13.6,12.0,25.0,37.0,11.0,24.0,3.0,8.0,4.0,-30,240:00,Dallas Mavericks
15.0,50.0,17.0,14.0,23.0,9.0,119.0,41.0,85.0,48.2,26.0,28.0,92.9,11.0,30.0,36.7,13.0,34.0,47.0,12.0,23.0,7.0,10.0,1.0,15,240:00,10554,Toronto Raptors,9.0,46.0,7.0,8.0,6.0,9.0,104.0,38.0,84.0,45.2,19.0,20.0,95.0,9.0,32.0,28.1,7.0,29.0,36.0,24.0,18.0,5.0,12.0,4.0,-15,240:00,San Antonio Spurs
7.0,58.0,18.0,9.0,14.0,13.0,106.0,40.0,82.0,48.8,17.0,19.0,89.5,9.0,35.0,25.7,10.0,41.0,51.0,26.0,20.0,11.0,20.0,3.0,6,240:00,10556,Denver Nuggets,8.0,48.0,2.0,9.0,23.0,10.0,100.0,38.0,85.0,44.7,12.0,18.0,66.7,12.0,34.0,35.3,8.0,30.0,38.0,24.0,22.0,11.0,16.0,5.0,-6,240:00,Sacramento Kings
13.0,28.0,2.0,14.0,11.0,14.0,85.0,29.0,89.0,32.6,18.0,22.0,81.8,9.0,36.0,25.0,9.0,27.0,36.0,19.0,23.0,4.0,9.0,2.0,-38,240:00,10555,Portland Trail Blazers,4.0,44.0,51.0,13.0,12.0,14.0,123.0,42.0,81.0,51.9,22.0,27.0,81.5,17.0,46.0,37.0,6.0,44.0,50.0,31.0,23.0,3.0,9.0,5.0,38,240:00,Utah Jazz
23.0,58.0,10.0,16.0,15.0,11.0,109.0,41.0,87.0,47.1,17.0,20.0,85.0,10.0,27.0,37.0,9.0,32.0,41.0,26.0,13.0,10.0,12.0,3.0,-6,240:00,10557,Washington Wizards,11.0,38.0,7.0,12.0,18.0,11.0,115.0,43.0,86.0,50.0,13.0,13.0,100,16.0,32.0,50.0,7.0,34.0,41.0,21.0,15.0,6.0,12.0,10.0,6,240:00,LA Clippers
28.0,48.0,36.0,8.0,28.0,9.0,129.0,51.0,91.0,56.0,9.0,17.0,52.9,18.0,40.0,45.0,10.0,35.0,45.0,29.0,22.0,13.0,11.0,15.0,29,240:00,10558,Brooklyn Nets,8.0,26.0,0.0,21.0,12.0,9.0,100.0,30.0,93.0,32.3,26.0,30.0,86.7,14.0,36.0,38.9,17.0,33.0,50.0,19.0,19.0,5.0,18.0,5.0,-29,240:00,Philadelphia 76ers
12.0,44.0,11.0,9.0,26.0,13.0,113.0,42.0,88.0,47.7,15.0,20.0,75.0,14.0,42.0,33.3,8.0,28.0,36.0,26.0,25.0,9.0,7.0,4.0,11,240:00,10559,Golden State Warriors,14.0,48.0,14.0,21.0,10.0,15.0,102.0,35.0,84.0,41.7,25.0,32.0,78.1,7.0,31.0,22.6,12.0,37.0,49.0,19.0,20.0,5.0,11.0,6.0,-11,240:00,Denver Nuggets
10.0,48.0,18.0,7.0,18.0,12.0,110.0,41.0,90.0,45.6,13.0,13.0,100,15.0,45.0,33.3,5.0,32.0,37.0,24.0,24.0,8.0,9.0,5.0,-8,240:00,10560,Minnesota Timberwolves,18.0,44.0,12.0,15.0,7.0,12.0,118.0,40.0,86.0,46.5,22.0,25.0,88.0,16.0,40.0,40.0,10.0,39.0,49.0,31.0,11.0,4.0,12.0,3.0,8,240:00,Orlando Magic
5.0,44.0,7.0,14.0,14.0,13.0,106.0,40.0,82.0,48.8,14.0,17.0,82.4,12.0,32.0,37.5,6.0,30.0,36.0,22.0,20.0,7.0,12.0,3.0,-6,240:00,10561,LA Clippers,11.0,54.0,11.0,16.0,16.0,11.0,112.0,43.0,90.0,47.8,17.0,19.0,89.5,9.0,31.0,29.0,15.0,32.0,47.0,28.0,19.0,5.0,10.0,3.0,6,240:00,Atlanta Hawks
9.0,44.0,7.0,10.0,7.0,9.0,103.0,35.0,83.0,42.2,23.0,24.0,95.8,10.0,34.0,29.4,11.0,31.0,42.0,21.0,22.0,4.0,14.0,4.0,-11,240:00,10562,Detroit Pistons,15.0,68.0,18.0,11.0,22.0,11.0,114.0,42.0,90.0,46.7,24.0,30.0,80.0,6.0,32.0,18.8,13.0,34.0,47.0,23.0,19.0,10.0,9.0,3.0,11,240:00,Boston Celtics
8.0,46.0,5.0,12.0,10.0,13.0,105.0,35.0,79.0,44.3,27.0,29.0,93.1,8.0,25.0,32.0,7.0,33.0,40.0,25.0,23.0,5.0,17.0,2.0,-12,240:00,10563,Cleveland Cavaliers,14.0,58.0,17.0,8.0,30.0,13.0,117.0,41.0,86.0,47.7,24.0,27.0,88.9,11.0,35.0,31.4,8.0,34.0,42.0,28.0,26.0,9.0,9.0,6.0,12,240:00,Miami Heat
14.0,52.0,15.0,17.0,17.0,12.0,114.0,38.0,90.0,42.2,28.0,37.0,75.7,10.0,25.0,40.0,15.0,39.0,54.0,23.0,31.0,8.0,16.0,6.0,-4,240:00,10565,New York Knicks,17.0,72.0,12.0,18.0,16.0,10.0,118.0,46.0,103.0,44.7,17.0,29.0,58.6,9.0,26.0,34.6,18.0,35.0,53.0,23.0,27.0,8.0,10.0,16.0,4,240:00,Memphis Grizzlies
10.0,48.0,29.0,16.0,18.0,12.0,113.0,40.0,88.0,45.5,22.0,28.0,78.6,11.0,36.0,30.6,12.0,35.0,47.0,20.0,21.0,6.0,13.0,8.0,13,240:00,10564,Dallas Mavericks,22.0,62.0,5.0,8.0,13.0,8.0,100.0,41.0,86.0,47.7,12.0,19.0,63.2,6.0,30.0,20.0,5.0,34.0,39.0,29.0,23.0,9.0,11.0,3.0,-13,240:00,Houston Rockets
26.0,52.0,27.0,9.0,24.0,10.0,142.0,52.0,87.0,59.8,16.0,20.0,80.0,22.0,47.0,46.8,6.0,32.0,38.0,41.0,23.0,11.0,14.0,1.0,22,240:00,10566,Charlotte Hornets,22.0,54.0,4.0,24.0,21.0,9.0,120.0,43.0,86.0,50.0,19.0,25.0,76.0,15.0,39.0,38.5,13.0,27.0,40.0,31.0,21.0,9.0,17.0,2.0,-22,240:00,New Orleans Pelicans
9.0,42.0,15.0,12.0,15.0,8.0,102.0,37.0,92.0,40.2,15.0,23.0,65.2,13.0,40.0,32.5,16.0,41.0,57.0,20.0,26.0,10.0,17.0,8.0,-2,240:00,10567,Utah Jazz,7.0,42.0,4.0,13.0,15.0,9.0,104.0,34.0,85.0,40.0,30.0,43.0,69.8,6.0,29.0,20.7,14.0,40.0,54.0,15.0,20.0,8.0,13.0,6.0,2,240:00,San Antonio Spurs
25.0,36.0,16.0,15.0,25.0,12.0,117.0,42.0,94.0,44.7,19.0,21.0,90.5,14.0,32.0,43.8,12.0,36.0,48.0,19.0,19.0,11.0,15.0,4.0,5,240:00,10568,Toronto Raptors,15.0,48.0,5.0,10.0,20.0,12.0,112.0,44.0,88.0,50.0,13.0,17.0,76.5,11.0,36.0,30.6,5.0,35.0,40.0,27.0,23.0,7.0,16.0,8.0,-5,240:00,Phoenix Suns
