home_team,visitor_team,visitor_points,home_points,visitor_fgm,home_fgm,visitor_ORtg,home_ORtg,visitor_DRtg,home_DRtg,total_points
Minnesota Timberwolves,Atlanta Hawks,121.0,110.0,40.0,39.0,124.28101889893179,111.8340788938593,112.98274445357437,123.01748678324522,231.0
Phoenix Suns,San Antonio Spurs,104.0,108.0,40.0,43.0,96.87034277198212,103.92609699769054,100.59612518628913,100.07698229407237,212.0
Portland Trail Blazers,LA Clippers,102.0,90.0,41.0,35.0,97.92626728110599,91.09311740890689,86.40552995391705,103.23886639676114,192.0
Golden State Warriors,Orlando Magic,95.0,126.0,33.0,43.0,92.520451889365,116.92650334075722,122.71133619010517,88.15887156644393,221.0
Dallas Mavericks,Brooklyn Nets,102.0,99.0,42.0,36.0,110.0086281276963,105.67890691716482,106.77308024158758,108.88129803586676,201.0
San Antonio Spurs,New York Knicks,121.0,109.0,43.0,41.0,131.0090948462538,111.45194274028628,118.01645734084019,123.72188139059305,230.0
Los Angeles Lakers,Boston Celtics,102.0,117.0,36.0,48.0,101.23064708217547,115.29365392195506,116.11750694720126,100.51241623965312,219.0
Indiana Pacers,New York Knicks,102.0,122.0,36.0,46.0,103.95434162250305,125.77319587628865,124.33754586220954,105.15463917525774,224.0
Cleveland Cavaliers,Chicago Bulls,92.0,115.0,35.0,44.0,92.70455461507457,119.7417742607247,115.8806932688432,95.79341940857975,207.0
Charlotte Hornets,Philadelphia 76ers,110.0,106.0,36.0,39.0,115.54621848739495,106.8117694478033,111.34453781512606,110.84240225715438,216.0
Detroit Pistons,Washington Wizards,119.0,116.0,42.0,37.0,114.07208588957056,113.28125,111.19631901840492,116.2109375,235.0
Toronto Raptors,Oklahoma City Thunder,110.0,109.0,38.0,42.0,111.33603238866397,109.43775100401606,110.32388663967612,110.4417670682731,219.0
Miami Heat,Milwaukee Bucks,104.0,113.0,36.0,40.0,101.0886469673406,117.36601578728707,109.83670295489891,108.01828001661819,217.0
Minnesota Timberwolves,Utah Jazz,136.0,104.0,50.0,38.0,133.85826771653544,95.87020648967551,102.36220472440945,125.36873156342183,240.0
Houston Rockets,Brooklyn Nets,104.0,114.0,35.0,40.0,102.3219205037387,116.61211129296237,112.16056670602126,106.38297872340425,218.0
Memphis Grizzlies,Dallas Mavericks,104.0,96.0,37.0,36.0,109.33557611438182,94.11764705882352,100.92514718250631,101.96078431372548,200.0
New Orleans Pelicans,Denver Nuggets,120.0,114.0,45.0,47.0,113.33585190782019,106.26398210290829,107.66905931242916,111.85682326621924,234.0
Golden State Warriors,Portland Trail Blazers,94.0,104.0,33.0,33.0,92.7753651796289,102.3219205037387,102.64508487958943,92.48327430145612,198.0
Sacramento Kings,Orlando Magic,130.0,142.0,48.0,53.0,127.30121425773599,136.53846153846155,139.0520955738347,125.0,272.0
LA Clippers,Boston Celtics,111.0,114.0,41.0,40.0,107.5164664858582,107.87282361847086,110.42231693142193,105.03406510219531,225.0
Philadelphia 76ers,Utah Jazz,118.0,96.0,43.0,38.0,122.20381110190554,98.36065573770493,99.42004971002486,120.9016393442623,214.0
Memphis Grizzlies,Los Angeles Lakers,95.0,108.0,36.0,41.0,94.54617834394904,109.17913465426608,107.48407643312102,96.03720177921554,203.0
San Antonio Spurs,Denver Nuggets,111.0,123.0,42.0,46.0,108.06074766355141,127.22383119569713,119.74299065420561,114.81175010343401,234.0
Charlotte Hornets,Sacramento Kings,123.0,124.0,48.0,48.0,120.02341920374707,124.24849699398798,120.9992193598751,123.24649298597194,247.0
Indiana Pacers,Dallas Mavericks,93.0,106.0,39.0,41.0,104.16666666666667,117.41249446167478,118.72759856630823,103.01284891448826,199.0
Atlanta Hawks,Brooklyn Nets,113.0,105.0,46.0,37.0,108.61207227989233,102.37909516380654,100.92272202998846,110.17940717628704,218.0
Toronto Raptors,New York Knicks,87.0,90.0,29.0,30.0,96.06890459363957,96.64948453608247,99.38162544169612,93.42783505154638,177.0
New Orleans Pelicans,Detroit Pistons,93.0,109.0,35.0,41.0,92.74032708416435,108.95641743302677,108.69565217391303,92.96281487405037,202.0
Minnesota Timberwolves,Cleveland Cavaliers,123.0,106.0,46.0,36.0,118.63425925925925,97.85819793205319,102.23765432098763,113.55243722304284,229.0
Oklahoma City Thunder,Los Angeles Lakers,116.0,95.0,41.0,38.0,116.23246492985973,96.78076609616953,95.19038076152306,118.17440912795436,211.0
Houston Rockets,Milwaukee Bucks,123.0,114.0,42.0,42.0,124.14210738796932,111.98428290766209,115.05853855470328,120.82514734774068,237.0
Phoenix Suns,Boston Celtics,90.0,111.0,35.0,43.0,88.61756597085466,112.30271145285309,109.29499803072076,91.05625252934034,201.0
LA Clippers,Orlando Magic,104.0,106.0,35.0,42.0,113.58671909130624,118.25078090138331,115.77107907383137,116.01963409192324,210.0
Washington Wizards,Utah Jazz,123.0,98.0,48.0,41.0,127.48756218905473,99.83700081499592,101.575456053068,125.30562347188265,221.0
Miami Heat,Chicago Bulls,92.0,118.0,31.0,46.0,93.11740890688259,126.93631669535286,119.43319838056681,98.9672977624785,210.0
Memphis Grizzlies,Houston Rockets,106.0,113.0,38.0,40.0,113.05460750853243,115.49468520032707,120.52047781569965,108.34014717906786,219.0
Cleveland Cavaliers,Sacramento Kings,103.0,117.0,41.0,41.0,94.77364740522634,109.01975400670891,107.65550239234449,95.97465523667536,220.0
Philadelphia 76ers,Golden State Warriors,93.0,102.0,34.0,35.0,96.95579649708091,109.16095890410959,106.33861551292745,99.5291095890411,195.0
San Antonio Spurs,Denver Nuggets,127.0,112.0,47.0,41.0,126.797124600639,106.9110347460863,111.82108626198084,121.22947689957999,239.0
New York Knicks,Milwaukee Bucks,112.0,97.0,42.0,35.0,113.72867587327376,101.33723359799416,98.49715678310316,117.00793982448809,209.0
Detroit Pistons,Brooklyn Nets,116.0,104.0,41.0,39.0,108.41121495327101,93.76126938333934,97.19626168224299,104.57987738910927,220.0
San Antonio Spurs,New Orleans Pelicans,97.0,112.0,40.0,45.0,93.62934362934364,114.51942740286299,108.10810810810811,99.18200408997956,209.0
Oklahoma City Thunder,Dallas Mavericks,103.0,84.0,38.0,30.0,107.15771951727007,88.38383838383838,87.39076154806492,108.37542087542087,187.0
Portland Trail Blazers,Minnesota Timberwolves,116.0,111.0,38.0,37.0,109.35143288084465,110.64593301435409,104.63800904977376,115.62998405103669,227.0
Los Angeles Lakers,Orlando Magic,94.0,106.0,33.0,41.0,93.66281387006775,107.63606823720554,105.61976883220407,95.45085296506905,200.0
Cleveland Cavaliers,Miami Heat,94.0,105.0,38.0,36.0,102.21835580687255,113.00043047783039,114.18007829491084,101.16229014205769,199.0
Toronto Raptors,Sacramento Kings,101.0,124.0,38.0,53.0,99.76293954958516,121.09375,122.48123271434217,98.6328125,225.0
Indiana Pacers,Golden State Warriors,102.0,100.0,42.0,35.0,103.91198044009779,102.4170421958214,101.87449062754688,104.4653830397378,202.0
Boston Celtics,Milwaukee Bucks,103.0,117.0,40.0,43.0,104.46247464503043,122.23150856665275,118.66125760649089,107.60551608859173,220.0
Atlanta Hawks,Houston Rockets,132.0,126.0,46.0,42.0,123.50299401197606,122.75915822291503,117.88922155688624,128.60483242400625,258.0
Memphis Grizzlies,Philadelphia 76ers,91.0,126.0,37.0,47.0,89.77900552486187,129.73640856672156,124.30939226519338,93.6985172981878,217.0
Dallas Mavericks,Charlotte Hornets,96.0,120.0,34.0,43.0,110.90573012939002,140.3837154890033,138.6321626617375,112.30697239120262,216.0
Denver Nuggets,Washington Wizards,107.0,113.0,41.0,37.0,103.64199922510655,110.22239563012096,109.45370011623403,104.36987904799065,220.0
LA Clippers,Phoenix Suns,95.0,111.0,36.0,43.0,93.72533543804262,115.48064918851435,109.51065509076558,98.8347898460258,206.0
New York Knicks,Golden State Warriors,105.0,96.0,35.0,30.0,111.84490839369407,99.29664873810509,102.25820195994888,108.60570955730245,201.0
Brooklyn Nets,Toronto Raptors,129.0,131.0,48.0,50.0,114.80954076183696,118.96113330911733,116.58953364186544,117.14493280058119,260.0
Portland Trail Blazers,Phoenix Suns,111.0,107.0,44.0,40.0,105.11363636363637,100.29996250468692,101.32575757575759,104.04949381327333,218.0
Philadelphia 76ers,Miami Heat,101.0,96.0,35.0,35.0,109.2128027681661,102.69576379974326,103.80622837370241,108.04450149764655,197.0
Cleveland Cavaliers,Houston Rockets,89.0,124.0,30.0,45.0,89.53722334004024,128.4175642087821,124.74849094567404,92.17067108533554,213.0
Orlando Magic,Atlanta Hawks,111.0,99.0,42.0,35.0,112.07592891760905,95.89306470360326,99.95961227786752,107.5164664858582,210.0
Dallas Mavericks,Los Angeles Lakers,107.0,104.0,39.0,39.0,99.14751667902149,95.87020648967551,96.36767976278725,98.63569321533923,211.0
Oklahoma City Thunder,New Orleans Pelicans,113.0,110.0,39.0,39.0,116.68731928954976,108.5240726124704,113.58942585708385,111.48382004735595,223.0
Milwaukee Bucks,Indiana Pacers,99.0,114.0,39.0,44.0,104.38633487979756,120.50739957716704,120.20244622522142,104.65116279069768,213.0
San Antonio Spurs,Charlotte Hornets,131.0,115.0,51.0,39.0,137.83670033670032,117.34693877551021,121.0016835016835,133.67346938775512,246.0
Denver Nuggets,Minnesota Timberwolves,124.0,107.0,45.0,38.0,123.95041983206715,104.77869173521349,106.95721711315474,121.42577359968665,231.0
Sacramento Kings,Washington Wizards,105.0,119.0,42.0,45.0,103.7139470564994,119.28628708901363,117.54247333069934,105.25260625501203,224.0
Portland Trail Blazers,Memphis Grizzlies,113.0,103.0,39.0,31.0,113.91129032258065,100.66458170445662,103.83064516129032,110.4378420641126,216.0
Utah Jazz,LA Clippers,103.0,124.0,40.0,47.0,101.17878192534381,125.50607287449394,121.8074656188605,104.25101214574899,227.0
Indiana Pacers,Detroit Pistons,113.0,122.0,40.0,45.0,112.7744510978044,118.0797522260937,121.7564870259481,109.36895083236547,235.0
Brooklyn Nets,Philadelphia 76ers,105.0,114.0,39.0,44.0,103.1434184675835,113.95441823270691,111.98428290766209,104.95801679328267,219.0
Houston Rockets,New York Knicks,116.0,103.0,39.0,34.0,128.88888888888889,110.51502145922747,114.44444444444444,124.46351931330473,219.0
Phoenix Suns,Washington Wizards,98.0,118.0,40.0,42.0,97.64846552411319,117.48307447232177,117.57672379434037,97.57068896853843,216.0
Orlando Magic,Miami Heat,115.0,105.0,41.0,43.0,125.87565674255691,110.062893081761,114.92994746059544,120.54507337526206,220.0
Atlanta Hawks,Denver Nuggets,133.0,115.0,50.0,41.0,127.98306389530407,106.52093367914041,110.66204772902233,123.19377547239718,248.0
Boston Celtics,Golden State Warriors,111.0,107.0,39.0,36.0,111.85006045949216,107.25741780272654,107.81942765014108,111.26704089815559,218.0
New Orleans Pelicans,Milwaukee Bucks,112.0,116.0,45.0,42.0,102.37659963436928,106.22710622710623,106.03290676416819,102.56410256410255,228.0
Utah Jazz,San Antonio Spurs,128.0,126.0,50.0,46.0,123.17167051578137,121.80974477958237,121.24711316397227,123.74323279195669,254.0
Minnesota Timberwolves,Los Angeles Lakers,92.0,110.0,30.0,41.0,85.37490720118782,101.32645541635961,102.07869339272457,84.7457627118644,202.0
Sacramento Kings,Memphis Grizzlies,124.0,105.0,45.0,36.0,114.9425287356322,97.728965003723,97.33036707452726,115.4132539091586,229.0
Portland Trail Blazers,Charlotte Hornets,116.0,125.0,44.0,44.0,112.70890011659543,123.86048355132777,121.45355616012436,114.94252873563218,241.0
Detroit Pistons,Houston Rockets,116.0,107.0,46.0,43.0,108.94064613072878,101.86595582635185,100.48835462058602,110.43412033511042,223.0
Boston Celtics,New York Knicks,107.0,114.0,35.0,42.0,107.86290322580645,118.15920398009949,114.91935483870968,110.9038142620232,221.0
Brooklyn Nets,Orlando Magic,100.0,93.0,39.0,39.0,96.41342074816815,88.97818599311137,89.66448129579638,95.67546880979717,193.0
Toronto Raptors,Golden State Warriors,100.0,119.0,37.0,45.0,102.83833813245577,121.28006522625357,122.37762237762237,101.9160211985324,219.0
Oklahoma City Thunder,LA Clippers,103.0,104.0,37.0,43.0,106.89082606890825,110.16949152542372,107.92860107928601,109.11016949152541,207.0
Utah Jazz,Washington Wizards,109.0,103.0,42.0,35.0,108.13492063492063,101.7786561264822,102.18253968253967,107.70750988142292,212.0
Milwaukee Bucks,Cleveland Cavaliers,119.0,90.0,45.0,35.0,118.80990415335464,91.9869174161897,89.85623003194888,121.62714636140637,209.0
Detroit Pistons,Miami Heat,90.0,100.0,28.0,35.0,96.23609923011121,105.0420168067227,106.92899914456801,94.53781512605042,190.0
Memphis Grizzlies,Portland Trail Blazers,105.0,100.0,35.0,35.0,107.89149198520347,100.0,102.75380189066996,105.0,205.0
Sacramento Kings,San Antonio Spurs,114.0,121.0,45.0,46.0,116.65984445354074,122.32106752931662,123.82316823577568,115.24464213505863,235.0
Minnesota Timberwolves,Dallas Mavericks,105.0,111.0,36.0,36.0,110.8998732572877,118.53908586074327,117.23700887198984,112.1315677061085,216.0
Chicago Bulls,Los Angeles Lakers,110.0,115.0,42.0,40.0,108.1825334382376,114.26868044515103,113.09992132179386,109.30047694753577,225.0
Phoenix Suns,Charlotte Hornets,106.0,137.0,36.0,54.0,97.85819793205319,127.18158187894542,126.4771048744461,98.40326773115484,243.0
Boston Celtics,Philadelphia 76ers,108.0,103.0,36.0,38.0,109.48905109489051,103.0,104.42011354420113,108.0,211.0
Memphis Grizzlies,Oklahoma City Thunder,102.0,99.0,36.0,39.0,100.67114093959732,97.32599292174598,97.71022502960916,100.27526543452616,201.0
Chicago Bulls,Houston Rockets,118.0,133.0,44.0,47.0,123.48262871494349,136.32636326363263,139.1795730431143,120.95120951209512,251.0
Utah Jazz,Charlotte Hornets,102.0,112.0,39.0,34.0,95.36275243081526,104.39970171513795,104.71204188481676,95.07829977628636,214.0
Golden State Warriors,Sacramento Kings,98.0,113.0,37.0,46.0,95.1086956521739,115.35320538995508,109.66614906832297,100.04083299305839,211.0
LA Clippers,San Antonio Spurs,116.0,92.0,50.0,34.0,110.85626911314985,91.26984126984127,87.92048929663608,115.07936507936509,208.0
New York Knicks,Detroit Pistons,91.0,105.0,34.0,40.0,87.19816021464163,107.84716516023008,100.61326178612495,93.46754313886606,196.0
Miami Heat,Indiana Pacers,96.0,125.0,31.0,47.0,96.65726943213855,130.42570951585978,125.85581957309707,100.1669449081803,221.0
New Orleans Pelicans,Portland Trail Blazers,97.0,111.0,35.0,42.0,108.54968666069831,116.94058154235145,124.21665174574754,102.19131900547829,208.0
Dallas Mavericks,Minnesota Timberwolves,102.0,114.0,36.0,42.0,106.47181628392484,118.60174781523096,118.99791231732777,106.11735330836454,216.0
Los Angeles Lakers,Phoenix Suns,108.0,90.0,41.0,34.0,100.37174721189592,85.61643835616438,83.64312267657994,102.73972602739725,198.0
Atlanta Hawks,Orlando Magic,104.0,98.0,38.0,32.0,107.08401976935748,104.52218430034128,100.90609555189457,110.92150170648463,202.0
Boston Celtics,Cleveland Cavaliers,101.0,111.0,36.0,43.0,98.4789391575663,109.98810939357908,108.22932917316692,100.07927070947285,212.0
Oklahoma City Thunder,Denver Nuggets,94.0,108.0,33.0,42.0,91.76103084732526,109.80073200488003,105.42756735650136,95.56730378202522,202.0
Milwaukee Bucks,Houston Rockets,106.0,126.0,36.0,45.0,104.28964974419519,122.04571871367686,123.96694214876034,102.67338240991863,232.0
Sacramento Kings,LA Clippers,105.0,89.0,42.0,34.0,110.47979797979797,89.6454472199839,93.64478114478115,105.76148267526189,194.0
Indiana Pacers,Houston Rockets,106.0,118.0,35.0,46.0,111.06454316848283,125.05298855447225,123.63788767812238,112.33573548113607,224.0
Philadelphia 76ers,Atlanta Hawks,98.0,96.0,37.0,33.0,109.66875559534468,104.98687664041995,107.43061772605193,107.17410323709538,194.0
Orlando Magic,New Orleans Pelicans,110.0,104.0,37.0,38.0,115.25565800502935,109.19781604367913,108.96898575020957,115.49769004619907,214.0
New York Knicks,Washington Wizards,124.0,117.0,42.0,42.0,130.41649137568362,121.72284644194755,123.05427008834667,129.0054099042863,241.0
Miami Heat,Detroit Pistons,112.0,115.0,36.0,43.0,110.8910891089109,111.26160990712076,113.86138613861385,108.35913312693499,227.0
Dallas Mavericks,Milwaukee Bucks,102.0,95.0,37.0,35.0,104.42260442260442,98.46600331674958,97.25634725634725,105.72139303482587,197.0
Phoenix Suns,Oklahoma City Thunder,101.0,113.0,37.0,45.0,95.06777108433735,112.19221604447975,106.36295180722892,100.27799841143765,214.0
Utah Jazz,Minnesota Timberwolves,116.0,128.0,45.0,48.0,110.18237082066868,122.27741688956819,121.580547112462,110.81390905617118,244.0
Denver Nuggets,Charlotte Hornets,115.0,107.0,39.0,40.0,111.04673619157977,98.63569321533923,103.32174584781768,106.0103244837758,222.0
Golden State Warriors,Memphis Grizzlies,104.0,113.0,38.0,40.0,104.45962233828847,113.09047237790233,113.49939734833265,104.08326661329063,217.0
Los Angeles Lakers,San Antonio Spurs,138.0,110.0,46.0,44.0,133.30757341576506,102.61194029850746,106.2596599690881,128.73134328358208,248.0
New York Knicks,Atlanta Hawks,87.0,101.0,33.0,38.0,89.54302181967888,110.64855390008763,103.95224372169618,95.3111305872042,188.0
Milwaukee Bucks,Boston Celtics,113.0,117.0,38.0,43.0,110.17940717628704,115.97938144329898,114.0795631825273,112.01427438540841,230.0
Phoenix Suns,Golden State Warriors,116.0,107.0,42.0,40.0,127.13722051731698,113.78136962994469,117.27312582200791,123.35176520629518,223.0
Los Angeles Lakers,Brooklyn Nets,122.0,115.0,43.0,40.0,116.32341723874906,105.19575557994878,109.64912280701755,111.59897548481523,237.0
Utah Jazz,Dallas Mavericks,116.0,120.0,38.0,40.0,106.03290676416819,111.85682326621924,109.68921389396709,108.1282624906786,236.0
Miami Heat,Orlando Magic,83.0,93.0,31.0,36.0,92.7581582476531,103.42526690391458,103.93383996423782,92.30427046263345,176.0
Washington Wizards,Philadelphia 76ers,117.0,96.0,43.0,35.0,119.77886977886978,99.66777408637874,98.28009828009827,121.4700996677741,213.0
Sacramento Kings,Memphis Grizzlies,127.0,102.0,47.0,34.0,120.72243346007605,100.11778563015312,96.95817490494296,124.65645857872008,229.0
Cleveland Cavaliers,Toronto Raptors,99.0,144.0,37.0,56.0,90.7258064516129,130.57671381936888,131.96480938416423,89.77149075081611,243.0
San Antonio Spurs,Detroit Pistons,109.0,144.0,38.0,51.0,96.49433427762038,123.8390092879257,127.47875354107647,93.73925008599932,253.0
Oklahoma City Thunder,New Orleans Pelicans,112.0,117.0,39.0,41.0,106.3425750094949,111.81192660550458,111.09001139384733,107.0336391437309,229.0
Chicago Bulls,Indiana Pacers,105.0,113.0,41.0,43.0,106.88110749185668,114.51155249290636,115.02442996742673,106.4045399270369,218.0
LA Clippers,Denver Nuggets,103.0,100.0,39.0,40.0,99.19106317411402,100.080064051241,96.3020030816641,103.08246597277821,203.0
Charlotte Hornets,Houston Rockets,99.0,123.0,36.0,47.0,96.1912164788185,119.2322605661109,119.51029926156238,95.96742923613805,222.0
Atlanta Hawks,Chicago Bulls,130.0,118.0,51.0,40.0,132.43683781581092,118.66452131938858,120.21189894050531,130.73209975864845,248.0
Minnesota Timberwolves,Boston Celtics,103.0,108.0,33.0,40.0,102.67145135566189,106.55090765588002,107.65550239234452,101.61799526440412,211.0
San Antonio Spurs,Utah Jazz,110.0,104.0,39.0,45.0,103.57815442561204,99.08536585365854,97.92843691148776,104.80182926829269,214.0
Phoenix Suns,Memphis Grizzlies,114.0,113.0,45.0,41.0,115.75954508529651,111.74841772151898,114.74411047928513,112.7373417721519,227.0
Portland Trail Blazers,Dallas Mavericks,132.0,117.0,48.0,35.0,130.02364066193854,113.06532663316582,115.24822695035462,127.56088132972553,249.0
LA Clippers,Brooklyn Nets,124.0,108.0,50.0,37.0,122.72367379255739,104.97667185069986,106.88836104513064,120.52877138413687,232.0
Orlando Magic,Milwaukee Bucks,127.0,110.0,47.0,38.0,127.40770465489565,109.51812027080845,110.35313001605135,126.4436479490243,237.0
Miami Heat,Washington Wizards,112.0,119.0,42.0,41.0,116.47254575707156,125.10513036164843,123.75207986688852,117.74600504625737,231.0
Toronto Raptors,Philadelphia 76ers,114.0,109.0,34.0,38.0,121.63892445582587,111.58886158886159,116.30388390951771,116.7076167076167,223.0
New Orleans Pelicans,Cleveland Cavaliers,104.0,108.0,37.0,36.0,112.60285838025119,113.16010058675607,116.93373754872238,108.96898575020957,212.0
Minnesota Timberwolves,New York Knicks,96.0,88.0,37.0,34.0,98.9282769991756,93.81663113006397,90.68425391591096,102.3454157782516,184.0
Houston Rockets,Los Angeles Lakers,132.0,123.0,48.0,44.0,128.45465161541455,118.26923076923077,119.69637991436355,126.92307692307692,255.0
Golden State Warriors,Denver Nuggets,89.0,86.0,34.0,30.0,94.88272921108742,91.84109354976505,91.68443496801706,95.04485262708245,175.0
Sacramento Kings,Oklahoma City Thunder,111.0,117.0,35.0,40.0,103.89367278172969,110.50245561012468,109.5095469861475,104.83566301473365,228.0
Detroit Pistons,New York Knicks,94.0,85.0,31.0,30.0,96.03596240294239,87.19737382027081,86.8410298324479,96.43003693065243,179.0
Indiana Pacers,Charlotte Hornets,116.0,108.0,44.0,36.0,111.45272867025365,101.16148370176094,103.7663335895465,108.65492693892844,224.0
Boston Celtics,LA Clippers,91.0,82.0,33.0,35.0,97.34702610183996,88.32399827660491,87.71929824561403,98.01809564842739,173.0
Memphis Grizzlies,Los Angeles Lakers,99.0,104.0,39.0,35.0,98.48786311181856,107.48243075651094,103.46199761241543,102.31500620090945,203.0
Chicago Bulls,Atlanta Hawks,117.0,131.0,44.0,52.0,112.02604366143241,130.11521652761223,125.43086939869784,116.20977353992848,248.0
Phoenix Suns,Oklahoma City Thunder,97.0,115.0,38.0,41.0,96.96121551379447,118.16687217427047,114.95401839264294,99.67118783394986,212.0
Portland Trail Blazers,Utah Jazz,120.0,105.0,46.0,37.0,121.11425111021397,107.62607626076262,105.97496972143723,123.00123001230013,225.0
Sacramento Kings,Dallas Mavericks,94.0,95.0,38.0,36.0,103.61552028218695,107.2234762979684,104.71781305114638,106.09480812641084,189.0
Washington Wizards,Cleveland Cavaliers,93.0,110.0,35.0,45.0,95.75782537067545,116.42675698560541,113.26194398682041,98.43353090601184,203.0
Brooklyn Nets,Philadelphia 76ers,110.0,102.0,42.0,37.0,108.05500982318273,104.20923579893748,100.19646365422396,112.38250919493258,212.0
Orlando Magic,Milwaukee Bucks,136.0,118.0,45.0,42.0,128.49584278155706,114.69673405909799,111.48904006046862,132.19284603421463,254.0
Boston Celtics,Phoenix Suns,108.0,123.0,41.0,45.0,106.88836104513064,124.94920763917108,121.73396674584322,109.71149939049167,231.0
Indiana Pacers,Chicago Bulls,108.0,106.0,35.0,38.0,107.78443113772455,102.15882806476483,105.7884231536926,104.08635312259058,214.0
Sacramento Kings,Dallas Mavericks,112.0,96.0,42.0,38.0,122.16404886561953,97.68009768009767,104.71204188481676,113.96011396011396,208.0
Houston Rockets,Miami Heat,120.0,110.0,40.0,41.0,116.91348402182385,106.30073444143795,107.17069368667187,115.96443757247776,230.0
Toronto Raptors,LA Clippers,108.0,116.0,38.0,40.0,113.25503355704699,116.55948553054662,121.64429530201342,108.52090032154342,224.0
Cleveland Cavaliers,Atlanta Hawks,121.0,118.0,43.0,48.0,128.39558573853992,123.48262871494349,125.21222410865876,126.62201758057765,239.0
Memphis Grizzlies,San Antonio Spurs,105.0,118.0,39.0,49.0,104.41527446300715,115.640925127401,117.34287987271281,102.90082320658564,223.0
Oklahoma City Thunder,New York Knicks,80.0,95.0,30.0,36.0,83.61204013377926,103.17115551694178,99.28929765886288,86.88097306689835,175.0
Utah Jazz,Minnesota Timberwolves,108.0,120.0,40.0,37.0,106.2155782848151,116.45962732919256,118.01730920535012,104.8136645962733,228.0
Los Angeles Lakers,Portland Trail Blazers,106.0,139.0,36.0,47.0,104.04397330192383,138.72255489021956,136.4350215940322,105.7884231536926,245.0
Milwaukee Bucks,New Orleans Pelicans,113.0,136.0,39.0,49.0,103.47985347985346,124.86228424531767,124.54212454212454,103.74586852735952,249.0
Washington Wizards,Chicago Bulls,120.0,119.0,41.0,46.0,115.38461538461537,115.04253673627223,114.42307692307692,116.0092807424594,239.0
Detroit Pistons,San Antonio Spurs,116.0,117.0,42.0,41.0,98.87487214456189,103.06553911205074,99.727241732015,102.18463706835801,233.0
Brooklyn Nets,LA Clippers,120.0,116.0,42.0,42.0,116.91348402182385,110.47619047619048,113.01636788776305,114.28571428571428,236.0
Houston Rockets,Denver Nuggets,124.0,111.0,46.0,37.0,120.52877138413687,111.49055845721172,107.89269051321928,124.54801124949779,235.0
Utah Jazz,Golden State Warriors,123.0,116.0,46.0,40.0,119.13986826811313,113.36982017200938,112.35955056179776,120.21110242376858,239.0
Toronto Raptors,New York Knicks,105.0,120.0,35.0,41.0,104.66507177033493,115.16314779270633,119.61722488038278,100.76775431861805,225.0
Sacramento Kings,Miami Heat,113.0,115.0,46.0,40.0,111.57187993680884,116.30258899676376,113.54660347551342,114.27993527508092,228.0
Boston Celtics,Orlando Magic,111.0,116.0,40.0,39.0,100.1082251082251,105.14865844815084,104.61760461760463,100.61638868745469,227.0
Cleveland Cavaliers,Indiana Pacers,104.0,108.0,37.0,41.0,110.45029736618521,112.1262458471761,114.69838572642313,107.9734219269103,212.0
Charlotte Hornets,Phoenix Suns,133.0,99.0,52.0,39.0,119.51833213515457,93.18524096385543,88.96477354421279,125.1882530120482,232.0
Oklahoma City Thunder,Dallas Mavericks,95.0,86.0,38.0,35.0,97.85743716522455,92.51290877796903,88.58673259167696,102.19449225473323,181.0
Los Angeles Lakers,Minnesota Timberwolves,103.0,108.0,41.0,36.0,100.94080752646019,109.35601458080193,105.8408467267738,104.29323612798704,211.0
Washington Wizards,Charlotte Hornets,121.0,124.0,50.0,40.0,115.54621848739497,117.37978038621735,118.41100076394193,114.53994698977661,245.0
Philadelphia 76ers,Houston Rockets,113.0,133.0,37.0,50.0,109.15765069551777,128.52725164282953,128.4775888717156,109.19984538074989,246.0
Brooklyn Nets,Memphis Grizzlies,118.0,104.0,48.0,37.0,117.71747805267358,106.73234811165845,103.75099760574622,121.1001642036125,222.0
New Orleans Pelicans,Utah Jazz,115.0,104.0,41.0,39.0,119.19568822553896,104.3338683788122,107.7943615257048,115.36918138041732,219.0
Chicago Bulls,Orlando Magic,98.0,102.0,36.0,37.0,97.10661910424098,102.9055690072639,101.07015457788347,98.87005649717514,200.0
Milwaukee Bucks,Detroit Pistons,115.0,106.0,44.0,39.0,113.6812969553183,107.41791649777058,104.78449980229341,116.53830563437373,221.0
Dallas Mavericks,Denver Nuggets,89.0,103.0,31.0,35.0,94.92320819112628,110.46761046761047,109.85494880546074,95.45259545259546,192.0
Golden State Warriors,Miami Heat,108.0,115.0,37.0,45.0,102.50569476082005,111.95482866043614,109.14958238420654,105.14018691588785,223.0
Portland Trail Blazers,Atlanta Hawks,131.0,136.0,48.0,47.0,128.98779046868847,138.32384052074858,133.91098857818037,133.23840520748578,267.0
LA Clippers,Minnesota Timberwolves,122.0,104.0,49.0,39.0,118.49261849261849,102.48324793062673,101.01010101010101,120.22073314938903,226.0
Toronto Raptors,San Antonio Spurs,104.0,129.0,41.0,45.0,97.78112072207597,123.13860252004581,121.28619781872885,99.27453226422298,233.0
Cleveland Cavaliers,Memphis Grizzlies,110.0,106.0,42.0,40.0,113.77741001241208,107.89902280130295,109.64004964832436,111.97068403908797,216.0
New York Knicks,Indiana Pacers,94.0,104.0,32.0,39.0,103.20597277119018,119.1021530004581,114.18533157663593,107.6500229042602,198.0
New Orleans Pelicans,Phoenix Suns,123.0,110.0,46.0,36.0,124.49392712550609,109.91207034372503,111.33603238866397,122.90167865707436,233.0
