visitor_fastBreakPoints,visitor_pointsInPaint,visitor_biggestLead,visitor_secondChancePoints,visitor_pointsOffTurnovers,visitor_longestRun,visitor_points,visitor_fgm,visitor_fga,visitor_fgp,visitor_ftm,visitor_fta,visitor_ftp,visitor_tpm,visitor_tpa,visitor_tpp,visitor_offReb,visitor_defReb,visitor_totReb,visitor_assists,visitor_pFouls,visitor_steals,visitor_turnovers,visitor_blocks,visitor_plusMinus,visitor_min,game_id,visitor_team,home_fastBreakPoints,home_pointsInPaint,home_biggestLead,home_secondChancePoints,home_pointsOffTurnovers,home_longestRun,home_points,home_fgm,home_fga,home_fgp,home_ftm,home_fta,home_ftp,home_tpm,home_tpa,home_tpp,home_offReb,home_defReb,home_totReb,home_assists,home_pFouls,home_steals,home_turnovers,home_blocks,home_plusMinus,home_min,home_team
,,,,,,115.0,46.0,102.0,45.1,15.0,22.0,68.2,8.0,28.0,28.6,16.0,34.0,50.0,29.0,27.0,5.0,12.0,6.0,-6,240:00,13051,Washington Wizards,,,,,,,121.0,43.0,97.0,68.2,18.0,24.0,75.0,17.0,49.0,34.7,15.0,39.0,54.0,29.0,24.0,7.0,18.0,8.0,6,240:00,Utah Jazz
,,,,,,106.0,36.0,89.0,40.4,21.0,26.0,80.8,13.0,33.0,39.4,16.0,30.0,46.0,27.0,17.0,5.0,20.0,3.0,-5,240:00,11165,Washington Wizards,,,,,,,111.0,38.0,83.0,80.8,22.0,27.0,81.5,13.0,28.0,46.4,10.0,36.0,46.0,28.0,19.0,7.0,15.0,5.0,5,240:00,Utah Jazz
,,,,,,115.0,39.0,96.0,40.6,28.0,36.0,77.8,9.0,32.0,28.1,15.0,35.0,50.0,19.0,15.0,12.0,14.0,7.0,2,240:00,12626,Washington Wizards,,,,,,,113.0,47.0,96.0,77.8,9.0,13.0,69.2,10.0,35.0,28.6,7.0,41.0,48.0,29.0,25.0,8.0,17.0,10.0,-2,240:00,Utah Jazz
,,,,,,100.0,37.0,95.0,38.9,12.0,15.0,80.0,14.0,45.0,31.1,16.0,31.0,47.0,23.0,21.0,11.0,14.0,5.0,-12,240:00,12639,Washington Wizards,,,,,,,112.0,45.0,89.0,80.0,9.0,13.0,69.2,13.0,32.0,40.6,10.0,39.0,49.0,27.0,18.0,6.0,17.0,7.0,12,240:00,Utah Jazz
,,,,,,89.0,34.0,100.0,34.0,17.0,21.0,81.0,4.0,42.0,9.5,16.0,27.0,43.0,18.0,21.0,9.0,24.0,3.0,-45,240:00,14264,Washington Wizards,,,,,,,134.0,47.0,85.0,81.0,24.0,28.0,85.7,16.0,43.0,37.2,10.0,41.0,51.0,32.0,17.0,15.0,23.0,13.0,45,240:00,Utah Jazz
10.0,46.0,14.0,15.0,14.0,10.0,123.0,43.0,85.0,50.6,24.0,32.0,75.0,13.0,32.0,40.6,13.0,30.0,43.0,23.0,27.0,6.0,12.0,5.0,4,240:00,10444,Washington Wizards,27.0,50.0,2.0,12.0,15.0,8.0,119.0,37.0,85.0,43.5,34.0,42.0,81.0,11.0,30.0,36.7,10.0,29.0,39.0,20.0,26.0,10.0,9.0,7.0,-4,240:00,Utah Jazz
,,,,,,112.0,41.0,87.0,47.1,21.0,28.0,75.0,9.0,37.0,24.3,12.0,32.0,44.0,28.0,22.0,8.0,13.0,7.0,-10,240:00,11820,Washington Wizards,,,,,,,122.0,41.0,87.0,75.0,26.0,27.0,96.3,14.0,36.0,38.9,9.0,32.0,41.0,24.0,22.0,3.0,13.0,5.0,10,240:00,Utah Jazz
,,,,,,119.0,42.0,87.0,48.3,17.0,22.0,77.3,18.0,48.0,37.5,8.0,41.0,49.0,30.0,10.0,5.0,12.0,5.0,10,240:00,12233,Washington Wizards,,,,,,,109.0,42.0,97.0,77.3,11.0,17.0,64.7,14.0,42.0,33.3,13.0,36.0,49.0,23.0,18.0,7.0,10.0,7.0,-10,240:00,Utah Jazz
,,,,,,92.0,35.0,79.0,44.3,13.0,22.0,59.1,9.0,24.0,37.5,8.0,22.0,30.0,15.0,17.0,6.0,23.0,8.0,-30,240:00,13409,Washington Wizards,,,,,,,122.0,48.0,92.0,59.1,13.0,16.0,81.3,13.0,31.0,41.9,16.0,30.0,46.0,31.0,20.0,13.0,14.0,8.0,30,240:00,Utah Jazz
,,,,,,100.0,30.0,83.0,36.1,25.0,33.0,75.8,15.0,40.0,37.5,9.0,36.0,45.0,21.0,17.0,15.0,24.0,9.0,-7,240:00,13416,Washington Wizards,,,,,,,107.0,39.0,92.0,75.8,18.0,24.0,75.0,11.0,35.0,31.4,13.0,37.0,50.0,23.0,25.0,8.0,23.0,5.0,7,240:00,Utah Jazz
,,,,,,123.0,43.0,87.0,49.4,25.0,34.0,73.5,12.0,28.0,42.9,16.0,44.0,60.0,35.0,20.0,7.0,19.0,13.0,25,240:00,14370,Washington Wizards,,,,,,,98.0,34.0,102.0,73.5,22.0,28.0,78.6,8.0,46.0,17.4,19.0,25.0,44.0,22.0,21.0,10.0,11.0,7.0,-25,240:00,Utah Jazz
,,,,,,110.0,40.0,83.0,48.2,18.0,22.0,81.8,12.0,38.0,31.6,9.0,31.0,40.0,28.0,20.0,5.0,13.0,2.0,-15,240:00,11118,Washington Wizards,,,,,,,125.0,49.0,92.0,81.8,13.0,18.0,72.2,14.0,33.0,42.4,11.0,32.0,43.0,27.0,18.0,5.0,14.0,3.0,15,240:00,Utah Jazz
,,,,,,133.0,49.0,88.0,55.7,13.0,14.0,92.9,22.0,40.0,55.0,10.0,43.0,53.0,37.0,11.0,10.0,25.0,5.0,33,240:00,11761,Washington Wizards,,,,,,,100.0,40.0,98.0,92.9,8.0,10.0,80.0,12.0,36.0,33.3,10.0,21.0,31.0,28.0,21.0,14.0,15.0,3.0,-33,240:00,Utah Jazz
,,,,,,121.0,42.0,94.0,44.7,26.0,32.0,81.3,11.0,35.0,31.4,15.0,44.0,59.0,30.0,25.0,7.0,19.0,10.0,10,240:00,13537,Washington Wizards,,,,,,,111.0,37.0,98.0,81.3,24.0,30.0,80.0,13.0,38.0,34.2,15.0,34.0,49.0,22.0,23.0,13.0,14.0,7.0,-10,240:00,Utah Jazz
,,,,,,109.0,41.0,91.0,45.1,19.0,30.0,63.3,8.0,30.0,26.7,13.0,36.0,49.0,26.0,23.0,12.0,18.0,10.0,-4,240:00,11306,Washington Wizards,,,,,,,113.0,39.0,90.0,63.3,20.0,27.0,74.1,15.0,45.0,33.3,9.0,36.0,45.0,27.0,25.0,11.0,20.0,2.0,4,240:00,Utah Jazz
,,,,,,118.0,46.0,100.0,46.0,16.0,24.0,66.7,10.0,32.0,31.3,21.0,36.0,57.0,25.0,18.0,11.0,12.0,8.0,10,240:00,11596,Washington Wizards,,,,,,,108.0,39.0,96.0,66.7,15.0,15.0,100.0,15.0,43.0,34.9,14.0,33.0,47.0,24.0,18.0,7.0,16.0,4.0,-10,240:00,Utah Jazz
,,,,,,92.0,30.0,82.0,36.6,20.0,28.0,71.4,12.0,40.0,30.0,1.0,33.0,34.0,20.0,14.0,4.0,8.0,1.0,-31,240:00,12997,Washington Wizards,,,,,,,123.0,47.0,92.0,71.4,13.0,17.0,76.5,16.0,33.0,48.5,9.0,50.0,59.0,28.0,22.0,2.0,13.0,4.0,31,240:00,Utah Jazz
,,,,,,94.0,30.0,80.0,37.5,21.0,28.0,75.0,13.0,36.0,36.1,9.0,28.0,37.0,22.0,16.0,11.0,14.0,1.0,-9,240:00,13211,Washington Wizards,,,,,,,103.0,43.0,84.0,75.0,6.0,10.0,60.0,11.0,38.0,28.9,11.0,40.0,51.0,24.0,17.0,10.0,19.0,1.0,9,240:00,Utah Jazz
10.0,62.0,15.0,28.0,14.0,9.0,118.0,46.0,90.0,51.1,19.0,26.0,73.1,7.0,23.0,30.4,12.0,32.0,44.0,24.0,18.0,9.0,13.0,9.0,8,240:00,10293,Washington Wizards,12.0,50.0,4.0,16.0,10.0,8.0,110.0,43.0,94.0,45.7,15.0,19.0,78.9,9.0,37.0,24.3,13.0,26.0,39.0,30.0,19.0,9.0,13.0,7.0,-8,240:00,Utah Jazz
11.0,44.0,18.0,15.0,18.0,12.0,112.0,44.0,91.0,48.4,8.0,11.0,72.7,16.0,39.0,41.0,12.0,28.0,40.0,26.0,15.0,8.0,12.0,5.0,1,240:00,10709,Washington Wizards,13.0,48.0,0.0,14.0,19.0,13.0,111.0,42.0,83.0,50.6,13.0,16.0,81.2,14.0,35.0,40.0,7.0,30.0,37.0,26.0,13.0,8.0,14.0,1.0,-1,240:00,Utah Jazz
,,,,,,122.0,47.0,98.0,48.0,16.0,23.0,69.6,12.0,37.0,32.4,13.0,26.0,39.0,30.0,17.0,8.0,12.0,2.0,-2,240:00,11218,Washington Wizards,,,,,,,124.0,50.0,98.0,69.6,10.0,13.0,76.9,14.0,32.0,43.8,18.0,35.0,53.0,24.0,22.0,4.0,20.0,2.0,2,240:00,Utah Jazz
,,,,,,108.0,36.0,83.0,43.4,21.0,26.0,80.8,15.0,40.0,37.5,12.0,28.0,40.0,26.0,28.0,5.0,15.0,9.0,-12,240:00,12731,Washington Wizards,,,,,,,120.0,40.0,86.0,80.8,29.0,36.0,80.6,11.0,33.0,33.3,12.0,33.0,45.0,23.0,25.0,7.0,14.0,3.0,12,240:00,Utah Jazz
,,,,,,97.0,37.0,95.0,38.9,16.0,23.0,69.6,7.0,38.0,18.4,15.0,41.0,56.0,24.0,23.0,12.0,16.0,7.0,-2,240:00,13563,Washington Wizards,,,,,,,99.0,33.0,82.0,69.6,21.0,31.0,67.7,12.0,34.0,35.3,9.0,42.0,51.0,18.0,17.0,10.0,18.0,4.0,2,240:00,Utah Jazz
,,,,,,120.0,39.0,98.0,39.8,22.0,29.0,75.9,20.0,52.0,38.5,16.0,38.0,54.0,31.0,19.0,11.0,20.0,4.0,-6,240:00,13921,Washington Wizards,,,,,,,126.0,49.0,101.0,75.9,14.0,21.0,66.7,14.0,38.0,36.8,15.0,37.0,52.0,27.0,24.0,13.0,17.0,9.0,6,240:00,Utah Jazz
16.0,48.0,5.0,12.0,6.0,10.0,105.0,39.0,90.0,43.3,15.0,24.0,62.5,12.0,35.0,34.3,11.0,36.0,47.0,24.0,15.0,3.0,11.0,8.0,-13,240:00,10100,Washington Wizards,14.0,72.0,19.0,18.0,13.0,9.0,118.0,49.0,102.0,48.0,10.0,16.0,62.5,10.0,26.0,38.5,16.0,42.0,58.0,28.0,18.0,7.0,9.0,11.0,13,240:00,Utah Jazz
15.0,46.0,6.0,9.0,18.0,8.0,105.0,41.0,99.0,41.4,14.0,19.0,73.7,9.0,32.0,28.1,12.0,26.0,38.0,30.0,18.0,13.0,9.0,3.0,-13,240:00,10488,Washington Wizards,22.0,66.0,15.0,13.0,11.0,10.0,118.0,48.0,89.0,53.9,11.0,19.0,57.9,11.0,26.0,42.3,13.0,42.0,55.0,24.0,18.0,5.0,16.0,6.0,13,240:00,Utah Jazz
,,,,,,121.0,45.0,91.0,49.5,20.0,35.0,57.1,11.0,26.0,42.3,11.0,39.0,50.0,26.0,15.0,9.0,14.0,7.0,8,240:00,11657,Washington Wizards,,,,,,,113.0,44.0,97.0,57.1,14.0,16.0,87.5,11.0,32.0,34.4,12.0,30.0,42.0,28.0,24.0,8.0,14.0,1.0,-8,240:00,Utah Jazz
,,,,,,135.0,52.0,101.0,51.5,17.0,25.0,68.0,14.0,22.0,63.6,17.0,40.0,57.0,19.0,17.0,6.0,14.0,8.0,6,240:00,11672,Washington Wizards,,,,,,,129.0,50.0,107.0,68.0,18.0,23.0,78.3,11.0,34.0,32.4,17.0,31.0,48.0,33.0,18.0,7.0,12.0,11.0,-6,240:00,Utah Jazz
,,,,,,106.0,37.0,80.0,46.3,20.0,25.0,80.0,12.0,38.0,31.6,8.0,38.0,46.0,24.0,23.0,5.0,15.0,8.0,8,240:00,13008,Washington Wizards,,,,,,,98.0,36.0,85.0,80.0,16.0,23.0,69.6,10.0,31.0,32.3,6.0,34.0,40.0,21.0,24.0,6.0,16.0,8.0,-8,240:00,Utah Jazz
,,,,,,87.0,36.0,104.0,34.6,9.0,11.0,81.8,6.0,30.0,20.0,17.0,32.0,49.0,21.0,13.0,10.0,8.0,5.0,-15,240:00,13699,Washington Wizards,,,,,,,102.0,42.0,87.0,81.8,8.0,8.0,100.0,10.0,40.0,25.0,10.0,41.0,51.0,30.0,12.0,5.0,17.0,11.0,15,240:00,Utah Jazz
,,,,,,106.0,39.0,96.0,40.6,18.0,24.0,75.0,10.0,28.0,35.7,17.0,30.0,47.0,21.0,20.0,11.0,8.0,7.0,-13,240:00,11575,Washington Wizards,,,,,,,119.0,48.0,95.0,75.0,10.0,14.0,71.4,13.0,29.0,44.8,17.0,36.0,53.0,37.0,20.0,4.0,16.0,4.0,13,240:00,Utah Jazz
,,,,,,100.0,35.0,79.0,44.3,22.0,23.0,95.7,8.0,23.0,34.8,12.0,35.0,47.0,31.0,14.0,7.0,17.0,8.0,-8,240:00,13157,Washington Wizards,,,,,,,108.0,44.0,95.0,95.7,7.0,12.0,58.3,13.0,34.0,38.2,19.0,28.0,47.0,30.0,15.0,11.0,16.0,8.0,8,240:00,Utah Jazz
,,,,,,103.0,38.0,78.0,48.7,17.0,23.0,73.9,10.0,27.0,37.0,8.0,36.0,44.0,25.0,16.0,10.0,20.0,9.0,-3,240:00,11854,Washington Wizards,,,,,,,106.0,44.0,101.0,73.9,7.0,12.0,58.3,11.0,36.0,30.6,11.0,31.0,42.0,24.0,16.0,11.0,11.0,3.0,3,240:00,Utah Jazz
,,,,,,111.0,40.0,94.0,42.6,16.0,19.0,84.2,15.0,42.0,35.7,9.0,34.0,43.0,25.0,19.0,7.0,10.0,5.0,-5,240:00,13018,Washington Wizards,,,,,,,116.0,41.0,85.0,84.2,22.0,27.0,81.5,12.0,26.0,46.2,7.0,39.0,46.0,25.0,20.0,5.0,12.0,6.0,5,240:00,Utah Jazz
15.0,40.0,11.0,12.0,14.0,11.0,115.0,39.0,101.0,38.6,24.0,29.0,82.8,13.0,31.0,41.9,10.0,41.0,51.0,26.0,29.0,13.0,12.0,7.0,-6,265:00,10752,Washington Wizards,20.0,56.0,11.0,16.0,14.0,13.0,121.0,40.0,96.0,41.7,29.0,43.0,67.4,12.0,38.0,31.6,13.0,48.0,61.0,23.0,21.0,8.0,16.0,8.0,6,265:00,Utah Jazz
,,,,,,124.0,45.0,87.0,51.7,15.0,20.0,75.0,19.0,44.0,43.2,10.0,24.0,34.0,30.0,17.0,8.0,20.0,6.0,1,240:00,11136,Washington Wizards,,,,,,,123.0,50.0,88.0,75.0,11.0,15.0,73.3,12.0,27.0,44.4,10.0,30.0,40.0,24.0,26.0,11.0,20.0,5.0,-1,240:00,Utah Jazz
,,,,,,121.0,42.0,89.0,47.2,18.0,22.0,81.8,19.0,47.0,40.4,11.0,37.0,48.0,26.0,30.0,10.0,16.0,6.0,16,240:00,11150,Washington Wizards,,,,,,,105.0,38.0,92.0,81.8,23.0,42.0,54.8,6.0,26.0,23.1,18.0,34.0,52.0,14.0,17.0,8.0,16.0,4.0,-16,240:00,Utah Jazz
,,,,,,133.0,47.0,87.0,54.0,17.0,24.0,70.8,22.0,43.0,51.2,10.0,40.0,50.0,35.0,22.0,7.0,21.0,3.0,24,240:00,12613,Washington Wizards,,,,,,,109.0,35.0,96.0,70.8,25.0,32.0,78.1,14.0,54.0,25.9,14.0,28.0,42.0,25.0,22.0,12.0,16.0,7.0,-24,240:00,Utah Jazz
,,,,,,124.0,40.0,85.0,47.1,34.0,45.0,75.6,10.0,26.0,38.5,14.0,35.0,49.0,21.0,24.0,7.0,17.0,9.0,-2,240:00,14124,Washington Wizards,,,,,,,126.0,43.0,91.0,75.6,23.0,32.0,71.9,17.0,45.0,37.8,13.0,28.0,41.0,28.0,35.0,7.0,13.0,5.0,2,240:00,Utah Jazz
18.0,34.0,6.0,15.0,14.0,9.0,109.0,37.0,85.0,43.5,18.0,21.0,85.7,17.0,46.0,37.0,11.0,26.0,37.0,20.0,16.0,10.0,16.0,3.0,-10,240:00,10305,Washington Wizards,29.0,66.0,14.0,10.0,22.0,11.0,119.0,46.0,82.0,56.1,18.0,24.0,75.0,9.0,23.0,39.1,8.0,34.0,42.0,27.0,19.0,9.0,15.0,8.0,10,240:00,Utah Jazz
,,,,,,123.0,46.0,102.0,45.1,16.0,22.0,72.7,15.0,38.0,39.5,13.0,26.0,39.0,28.0,19.0,16.0,10.0,7.0,5,240:00,11649,Washington Wizards,,,,,,,118.0,45.0,88.0,72.7,18.0,22.0,81.8,10.0,32.0,31.3,8.0,38.0,46.0,29.0,18.0,7.0,21.0,9.0,-5,240:00,Utah Jazz
,,,,,,117.0,43.0,107.0,40.2,17.0,25.0,68.0,14.0,40.0,35.0,17.0,29.0,46.0,24.0,21.0,13.0,4.0,9.0,6,240:00,11928,Washington Wizards,,,,,,,111.0,42.0,91.0,68.0,15.0,19.0,78.9,12.0,36.0,33.3,15.0,46.0,61.0,24.0,20.0,2.0,24.0,8.0,-6,240:00,Utah Jazz
,,,,,,121.0,46.0,101.0,45.5,10.0,13.0,76.9,19.0,48.0,39.6,14.0,23.0,37.0,23.0,23.0,5.0,11.0,5.0,-6,240:00,12672,Washington Wizards,,,,,,,127.0,41.0,76.0,76.9,27.0,29.0,93.1,18.0,37.0,48.6,8.0,30.0,38.0,28.0,17.0,10.0,21.0,12.0,6,240:00,Utah Jazz
,,,,,,105.0,43.0,87.0,49.4,6.0,8.0,75.0,13.0,39.0,33.3,12.0,39.0,51.0,26.0,15.0,9.0,17.0,10.0,14,240:00,12809,Washington Wizards,,,,,,,91.0,34.0,90.0,75.0,7.0,12.0,58.3,16.0,39.0,41.0,12.0,27.0,39.0,26.0,14.0,8.0,18.0,8.0,-14,240:00,Utah Jazz
10.0,46.0,0.0,7.0,11.0,10.0,95.0,35.0,84.0,41.7,15.0,21.0,71.4,10.0,29.0,34.5,7.0,30.0,37.0,27.0,12.0,6.0,12.0,5.0,-20,240:00,10314,Washington Wizards,17.0,60.0,27.0,36.0,18.0,13.0,115.0,46.0,100.0,46.0,10.0,12.0,83.3,13.0,31.0,41.9,21.0,39.0,60.0,24.0,21.0,8.0,9.0,10.0,20,240:00,Utah Jazz
,,,,,,103.0,39.0,91.0,42.9,16.0,20.0,80.0,9.0,29.0,31.0,12.0,38.0,50.0,20.0,17.0,8.0,11.0,2.0,6,240:00,11191,Washington Wizards,,,,,,,97.0,41.0,96.0,80.0,7.0,10.0,70.0,8.0,41.0,19.5,15.0,34.0,49.0,25.0,21.0,5.0,10.0,5.0,-6,240:00,Utah Jazz
,,,,,,109.0,42.0,94.0,44.7,17.0,21.0,81.0,8.0,33.0,24.2,17.0,36.0,53.0,27.0,19.0,8.0,18.0,7.0,12,240:00,13488,Washington Wizards,,,,,,,97.0,37.0,82.0,81.0,12.0,16.0,75.0,11.0,36.0,30.6,4.0,24.0,28.0,26.0,18.0,9.0,13.0,3.0,-12,240:00,Utah Jazz
,,,,,,128.0,46.0,97.0,47.4,22.0,25.0,88.0,14.0,43.0,32.6,13.0,37.0,50.0,30.0,19.0,10.0,19.0,10.0,24,240:00,14245,Washington Wizards,,,,,,,104.0,38.0,93.0,88.0,19.0,23.0,82.6,9.0,35.0,25.7,11.0,30.0,41.0,27.0,27.0,14.0,18.0,8.0,-24,240:00,Utah Jazz
,,,,,,102.0,36.0,86.0,41.9,11.0,21.0,52.4,19.0,40.0,47.5,9.0,38.0,47.0,26.0,15.0,9.0,15.0,6.0,10,240:00,11243,Washington Wizards,,,,,,,92.0,38.0,96.0,52.4,7.0,10.0,70.0,9.0,28.0,32.1,14.0,37.0,51.0,21.0,24.0,7.0,17.0,6.0,-10,240:00,Utah Jazz
,,,,,,113.0,40.0,93.0,43.0,17.0,22.0,77.3,16.0,46.0,34.8,11.0,34.0,45.0,24.0,15.0,9.0,12.0,5.0,7,240:00,12577,Washington Wizards,,,,,,,106.0,39.0,91.0,77.3,9.0,9.0,100.0,19.0,47.0,40.4,6.0,39.0,45.0,27.0,21.0,7.0,18.0,8.0,-7,240:00,Utah Jazz
,,,,,,108.0,42.0,95.0,44.2,15.0,16.0,93.8,9.0,34.0,26.5,18.0,43.0,61.0,22.0,8.0,8.0,13.0,1.0,6,240:00,11677,Washington Wizards,,,,,,,102.0,35.0,87.0,93.8,10.0,15.0,66.7,22.0,57.0,38.6,8.0,31.0,39.0,20.0,12.0,10.0,11.0,2.0,-6,240:00,Utah Jazz
,,,,,,111.0,45.0,87.0,51.7,10.0,12.0,83.3,11.0,22.0,50.0,13.0,38.0,51.0,17.0,14.0,9.0,11.0,3.0,16,240:00,11690,Washington Wizards,,,,,,,95.0,34.0,84.0,83.3,8.0,12.0,66.7,19.0,48.0,39.6,7.0,25.0,32.0,26.0,13.0,7.0,10.0,2.0,-16,240:00,Utah Jazz
,,,,,,121.0,45.0,84.0,53.6,15.0,17.0,88.2,16.0,33.0,48.5,8.0,36.0,44.0,22.0,18.0,13.0,14.0,4.0,22,240:00,12420,Washington Wizards,,,,,,,99.0,38.0,85.0,88.2,8.0,12.0,66.7,15.0,39.0,38.5,8.0,29.0,37.0,22.0,15.0,7.0,18.0,3.0,-22,240:00,Utah Jazz
,,,,,,119.0,43.0,87.0,49.4,20.0,25.0,80.0,13.0,32.0,40.6,9.0,38.0,47.0,21.0,20.0,9.0,16.0,5.0,5,240:00,12422,Washington Wizards,,,,,,,114.0,42.0,97.0,80.0,17.0,20.0,85.0,13.0,40.0,32.5,16.0,30.0,46.0,28.0,20.0,10.0,14.0,6.0,-5,240:00,Utah Jazz
,,,,,,124.0,48.0,94.0,51.1,14.0,21.0,66.7,14.0,30.0,46.7,8.0,27.0,35.0,32.0,22.0,3.0,6.0,5.0,-7,240:00,12801,Washington Wizards,,,,,,,131.0,47.0,88.0,66.7,24.0,27.0,88.9,13.0,35.0,37.1,8.0,37.0,45.0,26.0,21.0,3.0,9.0,4.0,7,240:00,Utah Jazz
,,,,,,103.0,35.0,77.0,45.5,23.0,30.0,76.7,10.0,29.0,34.5,9.0,29.0,38.0,26.0,14.0,6.0,8.0,2.0,-3,240:00,14375,Washington Wizards,,,,,,,106.0,36.0,77.0,76.7,14.0,17.0,82.4,20.0,42.0,47.6,9.0,32.0,41.0,23.0,19.0,5.0,13.0,7.0,3,240:00,Utah Jazz
9.0,42.0,14.0,11.0,14.0,10.0,119.0,44.0,97.0,45.4,10.0,12.0,83.3,21.0,44.0,47.7,9.0,39.0,48.0,28.0,22.0,9.0,10.0,4.0,-1,240:00,10501,Washington Wizards,26.0,44.0,10.0,11.0,21.0,10.0,120.0,41.0,91.0,45.1,24.0,27.0,88.9,14.0,36.0,38.9,11.0,41.0,52.0,22.0,16.0,7.0,12.0,3.0,1,240:00,Utah Jazz
,,,,,,123.0,46.0,88.0,52.3,17.0,28.0,60.7,14.0,40.0,35.0,10.0,41.0,51.0,23.0,14.0,6.0,12.0,4.0,8,240:00,11846,Washington Wizards,,,,,,,115.0,45.0,101.0,60.7,17.0,21.0,81.0,8.0,31.0,25.8,13.0,31.0,44.0,23.0,23.0,9.0,7.0,2.0,-8,240:00,Utah Jazz
,,,,,,128.0,47.0,98.0,48.0,15.0,19.0,78.9,19.0,46.0,41.3,10.0,47.0,57.0,27.0,18.0,6.0,12.0,1.0,29,240:00,11946,Washington Wizards,,,,,,,99.0,36.0,92.0,78.9,18.0,25.0,72.0,9.0,40.0,22.5,9.0,36.0,45.0,21.0,17.0,5.0,10.0,5.0,-29,240:00,Utah Jazz
,,,,,,117.0,45.0,91.0,49.5,16.0,22.0,72.7,11.0,45.0,24.4,8.0,30.0,38.0,29.0,22.0,3.0,13.0,4.0,-13,240:00,12415,Washington Wizards,,,,,,,130.0,50.0,84.0,72.7,15.0,21.0,71.4,15.0,25.0,60.0,4.0,32.0,36.0,32.0,24.0,6.0,16.0,1.0,13,240:00,Utah Jazz
,,,,,,138.0,53.0,99.0,53.5,7.0,8.0,87.5,25.0,49.0,51.0,9.0,36.0,45.0,35.0,16.0,9.0,11.0,4.0,16,240:00,12417,Washington Wizards,,,,,,,122.0,45.0,84.0,87.5,16.0,23.0,69.6,16.0,36.0,44.4,7.0,34.0,41.0,26.0,9.0,10.0,17.0,2.0,-16,240:00,Utah Jazz
,,,,,,126.0,42.0,91.0,46.2,28.0,45.0,62.2,14.0,33.0,42.4,10.0,46.0,56.0,20.0,21.0,4.0,16.0,1.0,-2,240:00,12424,Washington Wizards,,,,,,,128.0,50.0,110.0,62.2,11.0,17.0,64.7,17.0,45.0,37.8,9.0,36.0,45.0,25.0,31.0,6.0,11.0,5.0,2,240:00,Utah Jazz
,,,,,,122.0,44.0,87.0,50.6,22.0,30.0,73.3,12.0,37.0,32.4,9.0,34.0,43.0,24.0,23.0,8.0,15.0,5.0,8,240:00,12595,Washington Wizards,,,,,,,114.0,41.0,86.0,73.3,19.0,20.0,95.0,13.0,34.0,38.2,7.0,33.0,40.0,27.0,20.0,7.0,15.0,2.0,-8,240:00,Utah Jazz
,,,,,,97.0,37.0,83.0,44.6,10.0,11.0,90.9,13.0,39.0,33.3,5.0,33.0,38.0,24.0,12.0,8.0,18.0,4.0,-26,240:00,13321,Washington Wizards,,,,,,,123.0,45.0,87.0,90.9,14.0,18.0,77.8,19.0,40.0,47.5,7.0,40.0,47.0,34.0,13.0,10.0,14.0,3.0,26,240:00,Utah Jazz
19.0,36.0,12.0,9.0,25.0,13.0,113.0,35.0,83.0,42.2,28.0,32.0,87.5,15.0,42.0,35.7,6.0,40.0,46.0,21.0,19.0,12.0,14.0,5.0,9,240:00,10570,Washington Wizards,15.0,34.0,17.0,9.0,20.0,13.0,104.0,35.0,88.0,39.8,19.0,25.0,76.0,15.0,45.0,33.3,11.0,42.0,53.0,23.0,24.0,7.0,18.0,1.0,-9,240:00,Utah Jazz
,,,,,,111.0,42.0,98.0,42.9,17.0,18.0,94.4,10.0,35.0,28.6,16.0,33.0,49.0,25.0,26.0,7.0,15.0,2.0,-10,240:00,10994,Washington Wizards,,,,,,,121.0,41.0,80.0,94.4,26.0,35.0,74.3,13.0,33.0,39.4,5.0,34.0,39.0,22.0,16.0,10.0,15.0,2.0,10,240:00,Utah Jazz
,,,,,,113.0,47.0,102.0,46.1,6.0,8.0,75.0,13.0,49.0,26.5,13.0,27.0,40.0,27.0,17.0,9.0,10.0,3.0,3,240:00,11549,Washington Wizards,,,,,,,110.0,43.0,79.0,75.0,9.0,14.0,64.3,15.0,34.0,44.1,8.0,36.0,44.0,31.0,14.0,4.0,22.0,3.0,-3,240:00,Utah Jazz
,,,,,,108.0,41.0,87.0,47.1,15.0,18.0,83.3,11.0,30.0,36.7,9.0,31.0,40.0,27.0,18.0,10.0,15.0,4.0,-4,240:00,12901,Washington Wizards,,,,,,,112.0,42.0,85.0,83.3,17.0,19.0,89.5,11.0,29.0,37.9,12.0,33.0,45.0,27.0,19.0,10.0,14.0,9.0,4,240:00,Utah Jazz
,,,,,,105.0,37.0,85.0,43.5,17.0,20.0,85.0,14.0,47.0,29.8,6.0,34.0,40.0,30.0,25.0,9.0,18.0,6.0,4,240:00,11301,Washington Wizards,,,,,,,101.0,35.0,90.0,85.0,20.0,30.0,66.7,11.0,38.0,28.9,12.0,34.0,46.0,26.0,20.0,9.0,15.0,5.0,-4,240:00,Utah Jazz
,,,,,,106.0,44.0,86.0,51.2,6.0,8.0,75.0,12.0,34.0,35.3,7.0,40.0,47.0,30.0,17.0,9.0,16.0,3.0,16,240:00,12581,Washington Wizards,,,,,,,90.0,35.0,87.0,75.0,8.0,14.0,57.1,12.0,38.0,31.6,9.0,33.0,42.0,24.0,12.0,6.0,15.0,1.0,-16,240:00,Utah Jazz
